,STUDENT_NUM,STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,ESTABLISHMENT_LOCATION,REGISTRATION_STATUS,PRIOR_EDU_STATUS,LANGUAGE_TEST_RESULTS,UPPER_YEAR_STUDENT_REQUEST,DATE_ENROLLMENT_REQUEST,FINANCING,STUDY_CHECK_PARTICIPATION,FLEXIBLE_STUDY_PARTICIPATION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,FIRST_DEGREE_CLASSIFICATION,EXAM_REGISTRATION_DATE,DATE_EXAM_DETAILS_MODIFIED,EXAM_DETAILS_SENT_DUO,FROZEN_STUDENT_STATUS,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_FINAL_EXAM_DATE,SCHOOL_DESCRIPTION,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,PRIOR_EDUCATION_DESCRIPTION,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PREFERRED_EDUCATION,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT,PRIOR_EDUCATION_IBG,STUDENT_AGE,ENROLLMENT_WINDOW,PRIOR_EXAM_YEAR,EXAM_BEFORE_ENROLLMENT_STATUS,DROPOUT_RISK,YEAR
100986,421050,BARE,2021,2021-09-01,2022-06-21,S,D,V,4.0,2021-06-22,39205.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ADR-HBRV-B-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,5321,2019-06-12,25MA00,N,N,2013-03-21,N,1999-11-27,V,NL,2019.0,N,HAVO,J,591,21,12,2019,pending,1,2021
101024,396686,BTLCLS,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-08-18,34397.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-18,J,NVT,N,B,2019-09-01,TLSC-BASD-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2023-11-07,25DW00,J,GD,2023-11-07,N,1988-04-18,M,NL,2018.0,J,HBO,J,591,33,2,2023,pending,1,2021
101030,392547,BMCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-26,34402.0,2021-08-26,UTRECHT,I,S,N,N,2021-07-15,J,NVT,N,D,2018-09-01,MCCE-DV-18,2020-01-22,passed,N,2020-03-02,2020-02-05,J,J,N,591,2019-06-12,25DW00,N,GV,2023-08-07,N,1997-07-18,M,NL,2018.0,N,HBO,J,591,23,7,2019,pending,0,2021
101037,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,B,2015-09-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,174,2019-06-12,00YH03,N,N,2013-03-21,J,1994-12-31,M,NL,2014.0,J,VWO,J,174,26,12,2019,pending,1,2021
101080,421050,BARE,2021,2021-09-01,2022-06-21,S,D,V,4.0,2021-06-22,39205.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,D,2019-09-01,ADR-HBRV-D-19,2022-06-21,passed,N,2022-08-11,2022-07-12,J,J,N,611,2022-06-21,25DW00,J,GD,2022-06-21,N,1999-11-27,V,NL,2019.0,J,HBO,J,611,21,12,2022,pending,0,2021
101104,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,D,2018-09-01,MEFC-DV-18,2020-12-01,passed,N,2021-01-25,2021-01-06,J,J,N,611,2020-12-01,25DW00,J,GD,2013-03-21,N,1999-12-03,M,NL,2018.0,J,HBO,J,611,21,7,2020,pending,0,2021
101125,411084,BMCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,34402.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-01,J,NVT,N,M,2024-09-01,MMPMU-MV-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,179,2019-06-12,00OB00,N,N,2013-03-21,N,2000-03-08,V,NL,2019.0,J,VWO,J,179,21,9,2019,pending,1,2021
101160,421050,BARE,2021,2021-09-01,2022-06-21,S,D,V,4.0,2021-06-22,39205.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,D,2019-09-01,ADR-HBRV-D-19,2022-06-21,passed,N,2022-08-11,2022-07-12,J,J,N,5321,2019-06-12,25MA00,N,N,2013-03-21,N,1999-11-27,V,NL,2019.0,N,HAVO,J,591,21,12,2019,pending,0,2021
101221,344627,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-09-29,35158.0,2021-09-30,AMERSFOORT,I,S,N,N,2021-08-31,J,NVT,N,B,2017-09-01,APE-BACHV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2019-04-08,25DW16,J,GD,2019-04-08,N,1995-03-15,V,NL,2016.0,J,HBO,J,611,26,0,2019,pending,1,2021
101224,421140,BASW,2021,2021-09-01,2022-02-03,S,D,V,4.0,2021-08-26,34116.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,J,HN,2019-09-11,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,3,2017-06-19,25LF00,J,N,2013-03-21,N,1997-06-20,V,NL,2019.0,J,VWO,N,3,24,1,2017,done,1,2021
101240,421140,BASW,2021,2021-09-01,2022-02-03,S,D,V,4.0,2021-08-26,34116.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,J,B,2020-09-01,ASW-BACHV-20,2024-07-10,passed,J,2015-05-29,2024-08-26,N,J,N,591,2019-06-12,25DW00,N,GV,2022-02-16,N,1997-06-20,V,NL,2019.0,J,HBO,J,591,24,1,2019,pending,0,2021
101262,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,D,2014-09-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-02,2019-06-12,25DW00,N,GV,2013-03-21,N,1994-12-31,M,NL,2014.0,N,HBO,J,591,26,12,2019,pending,1,2021
101272,390881,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-23,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-06,J,NVT,N,B,2019-09-01,JCB-BV-19,2023-06-14,passed,J,2023-08-28,2023-07-13,J,J,N,SL 00591-02,2019-06-12,25DW00,N,N,2013-03-21,N,1999-02-28,V,NL,2018.0,N,HBO,J,591,22,8,2019,pending,0,2021
101358,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-03-22,25DW00,J,GD,2021-03-22,N,1998-10-06,V,NL,2019.0,J,HBO,J,611,22,10,2021,pending,1,2021
101368,439668,BMCE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-15,34402.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-23,J,NVT,N,B,2021-09-01,MCCE-BV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2020-05-28,17CK00,J,GD,2020-05-28,J,2003-12-03,V,NL,2020.0,N,HAVO,J,372,17,10,2020,pending,1,2021
101460,310198,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-18,35195.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-16,J,NVT,N,B,2016-09-01,OAENG-HFVT-16,2024-01-26,passed,J,2015-05-29,2024-02-08,N,J,N,372,2015-06-11,17AN00,J,GD,2013-03-21,J,1998-09-25,M,NL,2015.0,J,HAVO,J,372,22,2,2015,pending,0,2021
101528,440118,BTBE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,39280.0,2021-08-31,UTRECHT,I,S,N,N,2021-04-06,J,J,N,D,2021-09-01,TBBE-PROPV-21,2023-12-18,passed,J,2015-05-29,2024-02-01,N,J,N,372,2019-06-12,14OY00,J,GD,2019-06-12,J,2001-06-17,M,NL,2020.0,J,HAVO,J,372,19,21,2019,done,0,2021
101592,434060,BGHBFA,2021,2021-09-01,2022-01-11,S,D,V,4.0,2021-08-20,34090.0,2021-09-23,UTRECHT,U,S,N,N,2021-06-27,J,NVT,N,B,2021-09-01,GFA-HF.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2020-06-29,25LP00,J,GD,2020-06-29,J,2001-07-21,V,NL,2020.0,J,MBO,J,25471,19,9,2020,pending,1,2021
101634,387663,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-02,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2020-09-01,TICT-VBAOPIC-20,2023-06-23,CL,J,2023-07-05,2023-06-29,J,J,N,591,2023-06-23,25DW00,J,GD,2023-06-23,N,2001-03-10,M,NL,2018.0,N,HBO,J,591,20,4,2023,pending,0,2021
101781,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2017-06-14,00MK00,J,GD,2013-03-21,J,1999-12-03,M,NL,2018.0,N,HAVO,J,372,21,7,2017,done,1,2021
101820,255477,BASJ,2021,2021-11-01,2022-08-31,S,D,V,0.0,2021-10-31,34641.0,2021-07-29,UTRECHT,G,S,N,J,2021-10-31,J,J,N,B,2011-09-01,AMWU-BACHV-11,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1988-05-04,V,NL,2011.0,N,HBO,J,591,33,0,2019,pending,1,2021
101869,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,B,2017-09-01,TCIF-VSIEBAC-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1998-08-12,M,NL,2016.0,N,HBO,J,591,23,1,2019,pending,1,2021
101900,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,D,2020-09-01,AIV-PROPV-20,2021-06-25,passed,N,2021-09-10,2021-07-15,J,J,N,373,2020-06-04,03XS00,J,GD,2020-06-04,N,2003-05-08,V,NL,2020.0,N,HAVO,J,373,18,11,2020,pending,0,2021
101907,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,HN,2021-09-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2020-06-04,03XS00,J,GD,2020-06-04,N,2003-05-08,V,NL,2020.0,J,HAVO,J,373,18,11,2020,pending,1,2021
101937,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2020-12-01,25DW00,J,GD,2020-12-01,N,1999-12-03,M,NL,2018.0,J,HBO,J,611,21,7,2020,pending,1,2021
101941,425409,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-13,30020.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,TICT-VBACSD-20C,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-07-02,25DW00,J,GD,2021-07-02,N,2001-07-26,M,NL,2019.0,J,HBO,J,611,19,12,2021,pending,1,2021
102001,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,B,2020-09-01,GIBS-HF.VTOT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,374,2018-06-29,23HC01,J,GD,2018-06-29,J,2001-04-06,V,NL,2019.0,N,HAVO,J,374,20,12,2018,done,1,2021
102038,326948,BJDE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,34092.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2019-09-01,JDE-DV-19,2021-03-26,passed,N,2021-05-25,2021-04-20,J,J,N,591,2019-06-12,30GB13,N,N,2013-03-21,N,1999-06-03,M,NL,2018.0,N,HBO,J,591,22,11,2019,pending,0,2021
102094,436124,BTIBTB,2021,2021-09-01,2022-03-08,S,D,V,4.0,2021-08-26,34421.0,2021-08-31,UTRECHT,U,S,N,N,2021-07-29,J,NVT,N,D,2020-09-01,TETB-VPROP-20,2022-03-08,passed,N,2022-03-25,2022-03-17,J,J,N,591,2019-06-12,25DW00,N,GV,2022-03-25,N,2002-02-19,M,NL,2020.0,J,HBO,J,591,19,5,2019,done,0,2021
102117,378280,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-30,35516.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-25,J,NVT,N,D,2019-09-01,JCB-DV-19,2020-06-14,passed,N,2020-09-01,2020-07-06,J,J,N,373,2016-06-16,17CK00,J,GD,2016-06-16,J,1999-02-14,V,NL,2019.0,N,HAVO,J,373,22,1,2016,done,0,2021
102170,439210,BJJO,2021,2021-09-01,2022-04-07,S,D,V,4.0,2021-07-21,34686.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,D,2020-09-01,JJO-DV-20,2022-04-07,passed,N,2022-05-16,2022-05-09,J,J,N,611,2022-04-07,25DW00,J,GD,2022-04-07,N,2003-11-05,V,NL,2020.0,J,HBO,J,611,17,12,2022,pending,0,2021
102187,393328,BMBDK,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,34035.0,2021-08-05,UTRECHT,I,S,N,N,2021-08-03,J,NVT,N,B,2020-09-01,MBDK-BV-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2018-06-13,00VY00,J,GD,2018-06-13,J,2001-03-22,V,NL,2018.0,J,HAVO,J,372,20,4,2018,pending,1,2021
102229,411084,BMCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,34402.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-01,J,NVT,N,D,2019-09-01,MCCE-DV-19,2020-09-24,passed,N,2020-11-04,2020-10-26,J,J,N,5172,2019-03-18,04FO00,J,GD,2019-03-18,J,2000-03-08,V,NL,2019.0,N,VWO,J,172,21,9,2019,pending,0,2021
102368,409337,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-27,39268.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-21,J,NVT,N,HN,2021-09-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,173,2019-06-12,14SM03,J,GD,2019-06-12,N,2001-09-14,M,NL,2019.0,N,VWO,J,173,19,2,2019,pending,1,2021
102460,328131,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2017-09-01,OAENG-PRVT-17,2019-08-26,passed,N,2019-09-26,2019-09-12,J,J,N,591,2022-06-22,25DW00,J,GD,2022-06-22,N,1997-11-23,V,NL,2016.0,N,HBO,J,591,23,12,2022,pending,0,2021
102504,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2020-09-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2016-06-16,02ME02,J,GD,2016-06-16,N,1999-09-15,V,NL,2020.0,N,HAVO,J,373,21,12,2016,done,1,2021
102559,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00611-01,2019-04-12,25DW16,J,GD,2019-04-12,N,1994-07-11,V,NL,2013.0,N,HBO,J,611,27,1,2019,pending,1,2021
102663,315986,BTIBTB,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-08-26,34421.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-08,J,NVT,N,B,2016-09-01,TETB-DBAC-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2019-07-18,N,1988-06-27,M,NL,2015.0,J,HBO,J,591,33,3,2019,pending,1,2021
102664,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2020-12-01,25DW00,J,GD,2013-03-21,N,1999-12-03,M,NL,2018.0,J,HBO,J,611,21,7,2020,pending,1,2021
102680,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00591-04,2019-06-12,25DW00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,27,1,2019,pending,1,2021
102760,438476,BTIBTB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,34421.0,2021-08-24,UTRECHT,I,S,N,N,2021-06-27,J,NVT,N,B,2021-09-01,TETB-VBAC-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,374,2020-06-04,02EB00,J,GD,2020-06-04,N,2002-06-28,M,NL,2020.0,J,HAVO,J,374,18,9,2020,pending,1,2021
102762,296084,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-19,J,NVT,N,B,2015-09-01,MEBE-BV-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,5372,2014-06-25,25LH00,J,GD,2014-06-25,J,1993-04-26,M,NL,2014.0,N,HAVO,J,372,28,2,2014,pending,1,2021
102814,440118,BTBE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,39280.0,2021-08-31,UTRECHT,I,S,N,N,2021-04-06,J,J,N,B,2022-09-01,TBBE-BACHV-22,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2019-06-12,14OY00,J,GD,2019-06-12,J,2001-06-17,M,NL,2020.0,N,HAVO,J,372,19,21,2019,done,1,2021
102896,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,B,2021-09-01,GZO-HF.V-21,2024-06-30,passed,J,2015-05-29,2024-07-22,N,J,N,25145,2020-07-07,25PX00,J,GD,2020-07-07,J,2000-03-25,V,SPA,2020.0,J,MBO,J,25145,21,12,2020,pending,0,2021
102966,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,27,1,2019,pending,1,2021
102970,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,D,2020-09-01,TEWT-VWPROP-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2023-05-22,N,1996-10-17,V,CHI,2020.0,J,HBO,J,591,24,12,2019,done,1,2021
102987,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,D,2020-09-01,GZO-PROP-20,2024-01-15,passed,J,2015-05-29,2024-01-23,N,J,N,611,2024-01-15,25DW00,J,GD,2024-01-15,N,2000-03-25,V,SPA,2020.0,J,HBO,J,611,21,12,2024,pending,0,2021
102996,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00591-02,2019-06-12,25DW16,N,GV,2019-06-12,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,27,1,2019,pending,1,2021
103130,401963,BGHBHB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-06,34560.0,2021-07-29,UTRECHT,I,S,N,J,2021-04-02,J,NVT,N,D,2020-02-01,GVE-PROP-19,2023-06-22,passed,N,2023-07-06,2023-07-03,J,J,N,372,2019-06-12,00AH07,J,GD,2019-06-12,J,2001-10-22,V,NL,2019.0,J,HAVO,J,372,19,22,2019,pending,0,2021
103141,258433,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-08-23,35195.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-30,J,NVT,N,D,2013-09-01,OAENG-PRVT-13,2018-04-15,passed,N,2018-11-06,2018-10-11,J,J,N,611,2018-04-15,25DW00,J,GD,2018-04-15,N,1994-06-15,V,NL,2013.0,J,HBO,J,611,27,5,2018,pending,0,2021
103157,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,591,2019-06-12,25DW00,N,GV,2021-01-25,N,1999-12-03,M,NL,2018.0,J,HBO,J,591,21,7,2019,pending,0,2021
103217,421140,BASW,2021,2021-09-01,2022-02-03,S,D,V,4.0,2021-08-26,34116.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,J,HN,2019-09-11,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2022-02-03,25DW00,J,GD,2022-02-03,N,1997-06-20,V,NL,2019.0,J,HBO,J,611,24,1,2022,pending,1,2021
103296,445315,BGHBFA,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-29,34090.0,2021-08-03,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,D,2020-09-01,GFA-PROP.VT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,601,2020-08-06,25DW00,J,DD,2020-08-13,N,1999-02-03,V,NL,2020.0,J,VO,J,601,22,7,2020,pending,1,2021
103437,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25KB00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,HBO,J,591,27,1,2019,pending,1,2021
103511,436124,BTIBTB,2021,2021-09-01,2022-03-08,S,D,V,4.0,2021-08-26,34421.0,2021-08-31,UTRECHT,U,S,N,N,2021-07-29,J,NVT,N,B,2021-09-01,TETB-VBAC-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2019-06-12,15BH01,J,GD,2019-06-12,J,2002-02-19,M,NL,2020.0,J,HAVO,J,371,19,5,2019,done,1,2021
103668,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,372,2017-06-14,00MK00,J,GD,2017-06-14,J,1999-12-03,M,NL,2018.0,J,HAVO,J,372,21,7,2017,done,0,2021
103687,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2018-06-13,17CK00,J,GD,2018-06-13,J,2000-04-01,M,NL,2018.0,N,HAVO,J,372,21,3,2018,pending,1,2021
103768,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,D,2020-09-01,OASCH-PRVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,370,2019-06-12,01LZ00,J,GD,2019-06-12,N,2001-09-17,M,NL,2020.0,J,HAVO,J,370,19,18,2019,done,1,2021
103770,351676,BGHBHU,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,34091.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-26,J,NVT,N,B,2020-09-01,GHU-HF-20,2023-08-31,passed,J,2023-09-12,2023-09-04,J,J,N,611,2021-01-25,25DW00,J,GD,2021-01-25,N,1997-12-06,V,NL,2019.0,J,HBO,J,611,23,10,2021,pending,0,2021
103772,245779,BOMVGES2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-06-25,35197.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-14,J,NVT,N,B,2012-09-01,OAGES-HFVT-12,2023-06-29,passed,J,2023-07-17,2023-07-06,J,J,N,611,2013-07-10,25DW00,J,GD,2013-07-10,N,1991-03-28,M,NL,2011.0,J,HBO,J,611,30,11,2013,pending,0,2021
103786,441359,BGHBHB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-09,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-08-09,J,NVT,N,D,2020-09-01,GVE-PROP-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2001-06-08,V,NL,2020.0,J,HBO,J,591,20,3,2019,done,1,2021
103801,421140,BASW,2021,2021-09-01,2022-02-03,S,D,V,4.0,2021-08-26,34116.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,J,D,2019-09-01,ASW-PROPV-19,2022-02-03,passed,N,2022-02-16,2022-02-09,J,J,N,5172,2017-07-03,25LF00,J,GD,2017-07-03,N,1997-06-20,V,NL,2019.0,N,VWO,J,172,24,1,2017,done,0,2021
