,STUDENT_NUM,STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,ESTABLISHMENT_LOCATION,REGISTRATION_STATUS,PRIOR_EDU_STATUS,LANGUAGE_TEST_RESULTS,UPPER_YEAR_STUDENT_REQUEST,DATE_ENROLLMENT_REQUEST,FINANCING,STUDY_CHECK_PARTICIPATION,FLEXIBLE_STUDY_PARTICIPATION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,FIRST_DEGREE_CLASSIFICATION,EXAM_REGISTRATION_DATE,DATE_EXAM_DETAILS_MODIFIED,EXAM_DETAILS_SENT_DUO,FROZEN_STUDENT_STATUS,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_FINAL_EXAM_DATE,SCHOOL_DESCRIPTION,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,PRIOR_EDUCATION_DESCRIPTION,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PREFERRED_EDUCATION,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT,PRIOR_EDUCATION_IBG,STUDENT_AGE,ENROLLMENT_WINDOW,PRIOR_EXAM_YEAR,EXAM_BEFORE_ENROLLMENT_STATUS,DROPOUT_RISK,YEAR
29417,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2024-02-01,APE-BACHD-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25KB00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,HBO,J,591,27,1,2019,pending,1,2021
29425,320234,BJCM,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-30,34405.0,2021-08-31,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2019-09-01,JCOM-DV-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2015-06-11,02ME01,J,GD,2015-06-11,J,1995-07-28,M,NL,2016.0,N,HAVO,J,372,25,12,2015,done,1,2021
29439,255477,BASJ,2021,2021-11-01,2022-08-31,S,D,V,0.0,2021-10-31,34641.0,2021-07-29,UTRECHT,G,S,N,J,2021-10-31,J,J,N,B,2011-09-01,AMWU-BACHV-11,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,10710,2009-03-04,04EM00,J,GD,2009-03-04,J,1988-05-04,V,NL,2011.0,N,MBO,J,10710,33,0,2009,done,1,2021
29448,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,D,2020-09-01,OASCH-PRVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,370,2019-06-12,01LZ00,J,GD,2019-06-12,N,2001-09-17,M,NL,2020.0,N,HAVO,J,370,19,18,2019,done,1,2021
29463,432236,BGHBFY,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-13,34570.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-06,J,NVT,N,B,2021-09-01,GIBS-HF.VTFT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-07-02,25DW00,J,GD,2021-07-02,N,1998-09-08,M,NL,2020.0,J,HBO,J,611,22,8,2021,pending,1,2021
29531,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,B,2018-09-01,APE-BACHV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25KB00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,HBO,J,591,27,1,2019,pending,1,2021
29610,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ASW-BACHV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2016-06-16,02ME02,J,GD,2016-06-16,N,1999-09-15,V,NL,2020.0,J,HAVO,J,373,21,12,2016,done,1,2021
29636,310198,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-18,35195.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-16,J,NVT,N,B,2016-09-01,OAENG-HFVT-16,2024-01-26,passed,J,2015-05-29,2024-02-08,N,J,N,611,2018-04-12,25DW00,J,GD,2018-04-12,N,1998-09-25,M,NL,2015.0,J,HBO,J,611,22,2,2018,pending,0,2021
29644,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2015-05-29,2024-02-28,N,J,N,591,2024-02-20,25DW00,J,GD,2024-02-20,N,1999-12-03,M,NL,2018.0,J,HBO,J,591,21,7,2024,pending,0,2021
29655,425409,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-13,30020.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2019-09-01,TICT-VPICT-19,2021-07-02,passed,N,2021-07-13,2021-07-08,J,J,N,372,2018-06-13,01XN00,J,GD,2018-06-13,N,2001-07-26,M,NL,2019.0,N,HAVO,J,372,19,12,2018,done,0,2021
29712,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,HN,2021-07-01,T-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2023-05-22,N,1996-10-17,V,CHI,2020.0,J,HBO,J,591,24,12,2019,done,1,2021
29727,446276,BTLCLS,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,34397.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2020-09-01,TLSC-PROPV-20,2023-03-02,passed,N,2023-06-06,2023-05-30,J,J,N,371,2018-06-29,00UM00,J,GD,2018-06-29,N,2000-01-30,V,NL,2020.0,N,HAVO,J,371,21,12,2018,done,0,2021
29732,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,B,2019-09-01,MEFC-BV-18,2024-02-20,passed,J,2024-03-12,2024-02-28,J,J,N,372,2017-06-14,00MK00,J,GD,2013-03-21,J,1999-12-03,M,NL,2018.0,N,HAVO,J,372,21,7,2017,done,0,2021
29749,445479,BOEVWIS2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-27,35221.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,N,D,2020-09-01,OAWIS-PRDT-20,2021-07-12,passed,N,2021-09-16,2021-08-30,J,J,N,740,1998-10-21,21PF00,J,GD,1998-10-21,J,1972-09-14,V,NL,2020.0,J,WO,J,740,48,7,1998,done,0,2021
29757,378280,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-30,35516.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-25,J,NVT,N,B,2020-09-01,JCB-BV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2016-06-16,17CK00,J,GD,2016-06-16,J,1999-02-14,V,NL,2019.0,N,HAVO,J,373,22,1,2016,done,1,2021
29781,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,HN,2021-09-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-06-25,25DW00,J,GD,2021-06-25,N,2003-05-08,V,NL,2020.0,J,HBO,J,611,18,11,2021,pending,1,2021
29793,296084,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-19,J,NVT,N,B,2015-09-01,MEBE-BV-14,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2014-08-07,N,1993-04-26,M,NL,2014.0,J,HBO,J,591,28,2,2019,pending,1,2021
29811,401963,BGHBHB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-06,34560.0,2021-07-29,UTRECHT,I,S,N,J,2021-04-02,J,NVT,N,D,2020-02-01,GVE-PROP-19,2023-06-22,passed,N,2023-07-06,2023-07-03,J,J,N,591,2019-06-12,21MI00,N,N,2013-03-21,N,2001-10-22,V,NL,2019.0,J,HBO,J,591,19,22,2019,pending,0,2021
29846,284643,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-16,J,NVT,N,B,2017-09-01,APE-BACHV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2014-06-12,14RC00,J,GD,2014-06-12,J,1997-06-30,M,TUR,2014.0,J,HAVO,J,372,24,2,2014,pending,1,2021
29856,439135,BMFTA,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-15,35517.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,B,2021-09-01,MEFT-BV-20,2024-07-11,MG,J,2015-05-29,2024-08-27,N,J,N,371,2020-06-03,14RC04,J,GD,2020-06-03,J,2003-04-29,V,NL,2020.0,J,HAVO,J,371,18,12,2020,pending,0,2021
29909,408645,BTLCCY,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-11,34396.0,2021-08-12,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2024-09-01,TCHY-BACHV-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,1999-12-29,M,NL,2019.0,N,HBO,J,591,21,4,2019,pending,1,2021
29958,409337,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-27,39268.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-21,J,NVT,N,HN,2021-09-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,172,2019-06-12,14SM03,J,GD,2019-06-12,J,2001-09-14,M,NL,2019.0,N,VWO,J,172,19,2,2019,pending,1,2021
29977,439210,BJJO,2021,2021-09-01,2022-04-07,S,D,V,4.0,2021-07-21,34686.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,JJO-BV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2022-04-07,25DW00,J,GD,2022-04-07,N,2003-11-05,V,NL,2020.0,J,HBO,J,611,17,12,2022,pending,1,2021
29992,284643,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-16,J,NVT,N,B,2017-09-01,APE-BACHV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW16,N,N,2013-03-21,N,1997-06-30,M,TUR,2014.0,J,HBO,J,591,24,2,2019,pending,1,2021
30128,450361,BGHBZO,2021,2021-09-01,2022-03-02,S,D,D,4.0,2021-06-17,34538.0,2021-07-29,AMERSFOORT,U,S,N,N,2021-06-08,J,NVT,N,B,2021-02-01,GZO-HF.DTV-20,2024-02-01,MG,J,2015-05-29,2024-02-05,N,J,N,611,2022-03-02,25DW16,J,GD,2022-03-02,N,1994-05-09,V,NL,2020.0,J,HBO,J,611,27,12,2022,pending,0,2021
30140,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-02-15,passed,J,2024-03-01,2024-02-26,J,J,N,591,2024-02-15,25DW00,J,GD,2024-02-15,N,2001-05-28,V,NL,2020.0,N,HBO,J,591,20,8,2024,pending,0,2021
30146,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2024-06-27,2024-06-13,J,J,N,372,2018-06-13,17CK00,J,GD,2018-06-13,J,2000-04-01,M,NL,2018.0,J,HAVO,J,372,21,3,2018,pending,0,2021
30164,226491,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-11,35520.0,2021-08-12,UTRECHT,I,S,N,N,2021-08-11,J,NVT,N,D,2009-09-01,MPNL-PROP-09,2012-01-19,passed,N,2012-03-21,2012-03-02,J,J,N,611,2012-01-19,25DW00,J,GD,2012-01-19,N,1990-02-16,V,NL,2009.0,J,HBO,J,611,31,3,2012,pending,0,2021
30191,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00611-01,2019-04-12,25DW16,J,GD,2019-04-12,N,1994-07-11,V,NL,2013.0,N,HBO,J,611,27,1,2019,pending,1,2021
30192,258433,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-08-23,35195.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-30,J,NVT,N,B,2013-09-01,OAENG-HFVT-13,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2020-10-22,N,1994-06-15,V,NL,2013.0,J,HBO,J,591,27,5,2019,pending,1,2021
30198,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,B,2021-09-01,GZO-HF.V-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW16,N,N,2013-03-21,N,2000-03-25,V,SPA,2020.0,J,HBO,J,591,21,12,2019,done,1,2021
30288,418126,BJJO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,34686.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-22,J,NVT,N,B,2020-09-01,JJO-BV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2021-03-05,N,2001-06-30,V,NL,2019.0,J,HBO,J,591,20,6,2019,pending,1,2021
30380,296084,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-19,J,NVT,N,D,2014-09-01,MEBE-DV-14,2019-12-20,passed,N,2020-02-13,2020-01-24,J,J,N,591,2019-06-12,25DW00,N,GV,2014-08-07,N,1993-04-26,M,NL,2014.0,J,HBO,J,591,28,2,2019,pending,0,2021
30394,296084,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-08-19,J,NVT,N,D,2014-09-01,MEBE-DV-14,2019-12-20,passed,N,2020-02-13,2020-01-24,J,J,N,611,2019-12-20,25DW00,J,GD,2019-12-20,N,1993-04-26,M,NL,2014.0,J,HBO,J,611,28,2,2019,pending,0,2021
30449,434214,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,ASW-BACHV-21,2024-07-08,passed,J,2015-05-29,2024-08-26,N,J,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2000-12-18,V,NL,2020.0,N,HBO,J,591,20,12,2019,done,0,2021
30479,326948,BJDE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,34092.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,B,2020-09-01,JDE-BV-20,2023-10-25,passed,J,2023-11-02,2023-10-30,J,J,N,372,2019-06-12,30DU00,N,N,2013-03-21,J,1999-06-03,M,NL,2018.0,J,HAVO,J,372,22,11,2019,pending,0,2021
30494,226491,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-11,35520.0,2021-08-12,UTRECHT,I,S,N,N,2021-08-11,J,NVT,N,B,2021-07-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,1990-02-16,V,NL,2009.0,J,HBO,J,591,31,3,2019,pending,1,2021
30511,415756,BOGTNGTTOL,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-09-02,34104.0,2021-09-02,UTRECHT,I,S,N,J,2021-07-23,B,NVT,N,B,2023-09-01,OGTD-BTLK-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2019-06-12,16TS00,N,N,2013-03-21,N,1998-10-26,V,NL,2019.0,N,HAVO,J,372,22,6,2019,pending,1,2021
30517,258831,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-13,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-13,J,NVT,J,B,2012-09-01,OAENG-HFVT-12,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2005-10-13,25MB00,J,GD,2005-10-13,N,1983-10-11,V,NIG,2012.0,N,MBO,J,10849,37,7,2005,done,1,2021
30525,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-04-03,passed,J,2024-04-18,2024-04-11,J,J,N,374,2016-07-01,00PS08,J,GD,2016-07-01,J,1998-10-06,V,NL,2019.0,J,HAVO,J,374,22,10,2016,done,0,2021
30681,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,HN,2019-02-01,A-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25KB00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,HBO,J,591,27,1,2019,pending,1,2021
30699,358305,BMIBU,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-16,30029.0,2021-08-17,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2018-09-01,MBIB-BV-17-FT,2024-03-19,passed,J,2024-04-15,2024-04-02,J,J,N,611,2018-11-07,25DW00,J,GD,2018-11-07,N,1999-06-23,V,NL,2017.0,J,HBO,J,611,22,4,2018,pending,0,2021
30749,408086,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-20,35520.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2020-09-01,MEFC-BV-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,5172,2018-06-13,25LH00,J,GD,2018-06-13,J,1999-08-08,V,NL,2019.0,N,VWO,J,172,21,12,2018,done,1,2021
30825,319188,MOEVBIO,2021,2021-09-01,2022-08-31,S,M,D,4.0,2021-08-03,45279.0,2021-08-05,UTRECHT,I,S,N,N,2021-08-03,J,NVT,N,M,2016-09-01,OAMBIO-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,351,2008-06-25,02NZ00,J,GD,2008-06-25,J,1991-04-18,V,NL,2015.0,N,VWO,J,351,30,4,2008,done,1,2021
30952,440118,BTBE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,39280.0,2021-08-31,UTRECHT,I,S,N,N,2021-04-06,J,J,N,D,2021-09-01,TBBE-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2021-08-27,N,2001-06-17,M,NL,2020.0,N,HBO,J,591,19,21,2019,done,1,2021
30960,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,B,2021-09-01,GZO-HF.V-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2024-02-02,N,2000-03-25,V,SPA,2020.0,N,HBO,J,591,21,12,2019,done,1,2021
31021,439210,BJJO,2021,2021-09-01,2022-04-07,S,D,V,4.0,2021-07-21,34686.0,2021-07-29,UTRECHT,U,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,JJO-BV-21,2024-06-21,passed,J,2015-05-29,2024-06-24,N,J,N,373,2020-06-19,02ME02,J,GD,2020-06-19,J,2003-11-05,V,NL,2020.0,J,HAVO,J,373,17,12,2020,pending,0,2021
31056,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2024-06-27,2024-06-13,J,J,N,611,2022-01-21,25DW00,J,GD,2022-01-21,N,2000-04-01,M,NL,2018.0,J,HBO,J,611,21,3,2022,pending,0,2021
31122,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2015-05-29,2024-06-13,N,J,N,591,2024-05-30,25DW00,J,GD,2024-05-30,N,2000-04-01,M,NL,2018.0,J,HBO,J,591,21,3,2024,pending,0,2021
31156,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00801-1,2015-05-30,25DW00,J,N,2013-03-21,J,1996-10-17,V,CHI,2020.0,J,HBO,J,801,24,12,2015,done,1,2021
31169,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,D,2018-09-01,MEFC-DV-18,2020-12-01,passed,N,2021-01-25,2021-01-06,J,J,N,591,2024-02-20,25DW00,J,GD,2024-02-20,N,1999-12-03,M,NL,2018.0,J,HBO,J,591,21,7,2024,pending,0,2021
31236,380547,BGHBMH,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-19,30023.0,2021-09-23,UTRECHT,I,S,N,N,2021-08-17,J,NVT,N,B,2019-09-01,GMH-HF-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,1999-06-22,V,NL,2018.0,J,HBO,J,591,22,2,2019,pending,1,2021
31269,408645,BTLCCY,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-11,34396.0,2021-08-12,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,D,2020-09-01,TCHM-PROPV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2018-06-29,14SM04,J,GD,2018-06-29,J,1999-12-29,M,NL,2019.0,N,HAVO,J,371,21,4,2018,done,1,2021
31286,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,B,2024-07-01,GVE-HF-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,371,2019-06-12,01LZ00,J,GD,2019-06-12,N,2001-09-17,M,NL,2020.0,J,HAVO,J,371,19,18,2019,done,1,2021
31326,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,D,2017-09-01,APE-PROPV-17,2019-04-12,passed,N,2019-06-12,2019-05-23,J,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,N,HBO,J,591,27,1,2019,pending,0,2021
31347,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2020-09-01,OASCH-PRVT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1998-08-12,M,NL,2016.0,N,HBO,J,591,23,1,2019,pending,1,2021
31483,436124,BTIBTB,2021,2021-09-01,2022-03-08,S,D,V,4.0,2021-08-26,34421.0,2021-08-31,UTRECHT,U,S,N,N,2021-07-29,J,NVT,N,B,2021-09-01,TETB-VBAC-21,2024-06-28,passed,J,2024-07-24,2024-07-04,J,J,N,611,2022-03-08,25DW00,J,GD,2022-03-08,N,2002-02-19,M,NL,2020.0,J,HBO,J,611,19,5,2022,pending,0,2021
31491,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2024-06-27,2024-06-13,J,J,N,591,2019-06-12,25DW00,N,GV,2022-06-24,N,2000-04-01,M,NL,2018.0,J,HBO,J,591,21,3,2019,pending,0,2021
31500,432742,BTLCCY,2021,2021-09-01,2022-03-04,S,D,V,4.0,2021-08-24,34396.0,2021-08-26,UTRECHT,U,S,N,N,2021-08-24,J,NVT,N,D,2020-09-01,TCHM-PROPV-20,2022-03-04,passed,N,2022-04-25,2022-03-23,J,J,N,Others,2020-06-25,25LH00,J,GD,2020-06-25,J,2000-06-01,M,NL,2020.0,J,MBO,J,25046,21,1,2020,pending,0,2021
31526,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,B,2021-09-01,GZO-HF.V-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW16,N,GV,2013-03-21,N,2000-03-25,V,SPA,2020.0,J,HBO,J,591,21,12,2019,done,1,2021
31529,388100,BMFC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-20,35520.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-14,J,NVT,N,D,2018-09-01,MEFC-DV-18,2020-12-01,passed,N,2021-01-25,2021-01-06,J,J,N,372,2017-06-14,00MK00,J,GD,2013-03-21,J,1999-12-03,M,NL,2018.0,J,HAVO,J,372,21,7,2017,done,0,2021
31590,409894,BJJO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-07,34686.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-01,J,NVT,N,B,2020-09-01,JJO-BV-20,2024-06-19,MG,J,2024-06-28,2024-06-24,J,J,N,611,2020-06-15,25DW00,J,GD,2020-06-15,N,2001-03-09,M,NL,2019.0,J,HBO,J,611,20,9,2020,pending,0,2021
